text,label,source
please kindly call mr nosa though complete name give full name later hide benin republic country west african large sum money investment money million dollar cannot move freely reason explain later need help urgently safe keeping investing money country one three email contact given cyber cafe operator request foreign contact tell name country origin though tellher needed contact foreigner urgent confidential nature thisbusiness advised keep everything secret interested business kindly reply immediately email address send verifiable detail,1,Email
hon dr garuba gambominister foreign affair ministry maputo street zone wuse abuja nigeria sir,1,Email
benghazisounds good,0,Email
like see pertinent recent article op ed negotiation vetted proposal breaking deadlocklike idea proposed two level mrv one eligible todd et al send comprhensive overview leave make sure phone plane take whatelse,0,Email
depart private residenceen route state department arrive state department presidential daily briefing secretary office daily small staff meeting secretary office daily meeting senior staff secretary conference room thank unga staff ben franklin room pre brief meeting secretary office pvt mtg se mitchell sa eb erekat secretary office office time secretary office bilateral organization islamic oic pm conference secretary general ekmeleddin ihsanoglusecretary conference room camera spray treaty room preceding pm hold huma office time pm secretary office pm meeting holbrooke team pm principal conference room sci area pm meeting cheryl pm secretary office pm office time pm secretary office pm depart state department en route washington national airport pm arrive washington national airport pm depart washington national airport via u airway shuttle en route new york ny pm arrive new york new york laguardia airport pm depart new york laguardia airporten route private residence pm arrive private residence,0,Email
agree,0,Email
good news friend dear friend forgot past effort attemps assist happy inform suceeded getting fund transferred cooperation new partner paraguay contact secretary benin republic ask compensation name adunu emmanuel email adunu el myway com note belwo required information send secretary full name house address direct celphone number house phone fax id either international pa port driving linces regard barr jerry ikem registrati ad alice basic scarica alice messenger il nuovo instant messenger che ti fa chattare gratis con tuoi amici per maggiori informazioni vai su href urltoken,1,Email
faithfully gordon blackwell amsterdam netherlands mail sent webmail service php nuke powered site urltoken,1,Email
good day friend represent mckinsey company based china name mr mckinsey wang company supply product stainless steel specialty chemical product product world trade searching representative help u establish medium getting customer europe america well making payment payment officer u upon note seek assistance stand representative country payment america europe customer u slow need asistant representative contact customer behalf collect payment note representative receive whatever amount clear company balance paid account avail please send immediately detail forward customer ready make payment contact directly make payment name residential address age status state country tel faxnumbers company name occupation,1,Email
thank much meeting parent today,0,Email
sending series email,0,Email
abedin huma thursday december amfw wheel goldmanassume getting update well,0,Email
pls add barbara walter heart surgery,0,Email
pi followup indicated condolence letter nc loss mothercongrats note alan bersin new border czar old friend minecall list add ellen chesler jeff romanoff upmc atshearer sim fararat rendell request hassan nemazee derekhas rob done tv note last trip official iraqi woman etc,0,Email
kind attention cdear ci foresee surprise upon receiving letter total stranger however rest assured come best intention got contact business associate discussed business intention hence decided involve personally want patiently read offer professor maxwell head delegation world bank west africa linkman organization petroleum exporting country opec petroleum sector west african country also attend opec meeting constantly geneva honestly happy get contact friend mr ebarry oppah cdue careful search honest reliable sincere business partnership ask trust break agreement sale allocated oil quota opec able make million currently deposited gafin exec finance security company london want assist claim money cannot claim directly still civil servant code conduct bureau forbid acquire amount money basis contacting assistance interested claim document processed sent document fund deposited changed reflect name new beneficiary eligible collect fund behalf give fund assistance aware international monitoring large scale financial movement september th terrorist attack america avoid state financial investigation provide classified clearance paper relevant government department parastals proof money emante either drug money laundry terrorist related proceeds kindly respond proposal private receipt mail maxwell fhome excite ecom cmailto amaxwell fhome excite ecom call indicating interest want assure risk attached transaction also provide private telephone fax number full name internatioal passport easier communication expecting response best regard dr eprof maxwell,1,Email
rob note sign,0,Email
draft statement,0,Email
ok,0,Email
odd special say sent ny got confirmation working get,0,Email
nbsp nbsp nbsp nbsp nbsp nbsp nbsp intend cause grief reason sending mail fundamental doctrine human privilege right name dr usman ibrahim dan ko nbsp quite convicned fact come urprise however writing based privlage information garthered internet extensive search repose foreign partn er compitent assisting business proposal pr incipal manager controlling auditing accounting section banque ogolaise pour le commerce et inustrie lome togo west africa due,1,Email
assalam ailekun writting letter due respect heartful tear since known met previously asking assistance gone profile speaks good glad allow lead right channel towards assistance situation make proposal well known given opportunity would like use opportunity introduce well tamara kulo year old lady know proposal might surprise consider emmergency ein nutshell late father col khalifa kulo personal advicer former head state contry liberia west africa killed along side mother longing civil war property totally destroyed however death managed escape important document deposit certificate u seven million five hundred thousand e dollar deposited late father bank next kin meanwhile ci saddled problem securing trust worthy foriegn personality help transfer money country possession pending arrival meet furthermore cyou contact bank confirmation issue letter authorisation name cthat enable bank deal behalf ei giving offer mentioned every confidence acceptance assist manage money econclusively wish send reply immediately soon recieve proposal confidential purpose urgent reply highly appreciated thanks miss tamara kulo,1,Email
dear friend mr adama kambore bill exchange manager foreign exchange department international bank burkina ibb ouagadougou burkina faso due respect regard decided contact business transaction beneficial u end transaction investigation auditing department came across huge sum money belonging deceased person foreigner died plane crash intire family reply private mail kambo myway com fund account bank without claim fund custody either family relation discovery development although personally kept information secret within enable whole plan idea profitable successful time execution amount involved usd ten million five hundred thousand dollar meanwhile whole arrangement directive needed put claim fund next kin deceased forward upon acceptance information relayed soon indicate interest willingness assist also benefit great business opportunity see website covering plane crash cnn bbc news urltoken fail inform transaction risk free smooth conclusion transaction entitled total sum advised keep top secret still service intend retire service conclude deal monitoring whole situation bank confirm money account ask come country subsequent sharing fund according percentage previously indicated investment either country country may advice invest necessary information sent hear suggest get back soon possible stating wish deal please reply private mail kambo myway com indicating bank account detals fund transfered also send private phone number easy communication best regard mr adama kambore search find check new msn search urltoken,1,Email
dr williams banigofederal secretariat lagos nigeria urgent confidentialbest wish good health success pursuit particularlythrough proposal contained letter going detail proposal must first solicit treat utmostconfidentiality required success colleague senior official federal government ofnigeria contract review panel interested diverting somefunds presently floating account central bank ofnigeria order commence transaction solicit yourassistance enable u transfer account said floatingfunds determined conclude transfer end thisfinancial quarter,1,Email
teddy williams associate address bedford row london wc jh england partner managingteddy williams associateslondon uk attention behalf trustee executor estate late engr bcrgen kr bcgger try notify earlier lette returned undelivered hereby attempt reach email address wish notify late engr bcrgenkr bcgger made beneficiary left sum thirty million one hundred thousand dollar usd codicil last testament may sound strange unbelievable real true widely traveled man must contact past simply nominated one numerous friend abroad wished good engr bcrgen kr bcgger hisdeath member helicopter society institute electronic electrical engineer dedicated christian loved give great philanthropy earned numerous award life time late engr bcrgen kr bcgger died th ay december age year ready execution according money support humanitarian activity help poor needy society please reach hopeful endeavor get back soon possible,1,Email
dear friend dr mallam galadima contract verification manager nigeria national petroleum corporation nnpc position strategic official head department possession since sum u dolllars four hundred million united state dollar emassed invoicing foreign contract fully executed commissioned different foreign contractor duely paid full contract amount made several fruitless move transfer fund abroad mutual benefit one one mr lambert brown united state america living kinsley ave ocean city nj ran away u dollar fund transfered account lt unbelievable shocking hypertensive went claim share fund told nobody name living house former occupant flat moved away week ago unkown house lost u dollar heartless mr lambert brown second attempt decided carry u dollar cash lagos lnternational airport stopped nigerian custom officer seized fund till date lost another u dollar nigerian custom following peaceful life ushered current democratic dispensation nigeria colleages decided transfer sum u twenty two million dollar foreign account operated foreigner mutual benefit letter request assistance transferring safeguarding sum u dollar mutual benefit assisting u transferring safeguarding fund entitled total sum set aside charity philantropic purpose belongs colleague go reimbursement expense made party however want human humane become second mr lambert brown united state lt imperative note transaction risk free modality successful transfer fund perfected colleague relevant ministry however see absolute confidentiality watchword throughout course transaction civil servant equally like event redramatise ungrateful urgently furnish private telephone fax mobile number name beneficiary telex number receiving bank enable u speed claim fund eventual transfer nominated account please reply via alternative email address mallamgaladima yahoo com looking forward hear soonest dr mallam galadima,1,Email
got contact internet referal link m comfort mensa daughter late mr charles kofi mensa late father charles mensa limited liability cocoa gold merchant liberia umtimely death eafter trip ghana cto negotiate cocoa gold business wanted invest ghana week came back ghana attacked mother unknown assassin mother died instantly father died five day private hospital faithful afternoon know father going leave lost mother died knew going die father may soul rest perfect peace disclosed deposited sum u dollar twenty one million eight hundred thousand dollar security company ghana money meant cocoa gold company wanted establish ghana handed relevant document document deposited box instructed seek reliable trust worthy partner non speculativelife time investment abroad succeeded locating security company ghana consequently soliciting assistance help get box security company possible come ghana transfer fund account overseas invest meaningful flucrative business country hope source livelihood ei also like know percentage take assistance successful completion transaction soon hear forward vital document send company claim forward tele ffax number word soon hear also forward private telephone number reach mei opinion treat letter strictest confidentiality await response regardsms comfort mensa,1,Email
approve war power act action memo king morocco gotten back u time ops try reasonable hour themoroccans attorney general holder requested speak regarding department justice libya investigation heis standing would like take tonight department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver state scb,0,Email
opinion,0,Email
sincerely mr david robert international remittance department foreign operation barclays bank uk plc cc international monetary fund imf cc board director plc,1,Email
could window driving city,0,Email
mr zivko jannes nation wide finance dear sir one transfer officer nation wide finance london name mr zivko james citizen macedonia please permit make plea interested hesitate get back via em ail immediately action last year group men africa able move sum fifteen million dollar nly one nbsp branch london since none th em shown lay claim said amount several call hav made owner none successful number given nd paper work transfer fund via payment ffice berlize account without trace document destroyed immediately transfer taken place day receiving detail day discovered righ source owner money dead gone hi file discovered next kin inherit mon ey want use next kin enable transfer fund account immediately please confidentia must discussed anyone else prepared ocuments effect transfer account made cha nges account also assure disappear fund hence make plea good faith docu ments gotten registry put place next kin fund shared base avoid greed side interested get back contact sha get done please important send respon se private email address zankjamm myway com nbsp faithfully mr zivko jannes london england reply zankjamm myway co part,1,Email
attn ac ee eo fpresident know message going surprise considering unknown want know email sent good intention mind name princewilliams taylor liberian younger brother incumbent president liberia charles taylor exiled country delegated charles leave liberia dubai united arab emirate sum u em eight million united state dollar dubai united arab emirate look trustworthy person assist transfer fund dubai united arab emirate country invest resettle decide assist first demand absolute confidentiality brother sake want know assistance compensated total sum expense remaining help investment country cthis information want send help security company put name company bonafide beneficiary full name age full address private tel ffax number occupation nationality international passport copy immediately receive information forward certificate deposite contact security company change ownship certficate name cyou keep everything confidential ceven security company know content consignment registered farmily value eplease send mail email address princewillams ecom cit confidential please reach private telephone number information eyours trully princewilliams taylor,1,Email
verveer melanne friday september pmhswaneewe judging candidate swanee hunt award go annually f fsn judged superiorfor integrating woman issue work hey nominated ambassador post called tie fso wanted see provide second monetary award wewouldn divide agreed told mestate fly awardees secry usually give award swanee hoping able come andbe brief ceremony thought want know melanne verveerambassador large global woman issuesu department state street nw room washington dc tel fax verveerms state gov,0,Email
dear miss franca roland brother mr david roland first son late mr mputa roland aged mother father murdered land dispute zimbabwe death father deposit sum u four million u dollar private security finance company foresaw looming danger zimbabwe amount meant purchase chemical tractor development new farm swaziland land problem came zimbabwe president mr robert mugabe introduced new land reform act wholly affected rich white farmer black farmer result killing mob action zimbabwean war veteran lunatic society lot people killed land reform act father one hook cnn news every day happening country doubt also go internet www edailynews eco ezw backdrop family currently dakar senegal decided transfer father money foreign account since senegal law prohibits refugee asylum seeker operate type bank account involved huge financial transaction eldest child father seeking genuine foreign partner help u transfer money oversea account hand senegal government seems playing along ewe therefore faced dilemma investing money senegal fear going experience future since country similar political history business man entrust future entire family hand must let know business completely risk free cannot accept venture dangerous deal fortune therefore accept assist u know please like contact receipt mail urgently feel free ask question deem necessary assistance proposed two option may go partnership proper profitable investment money country prefer partnership willing give sum remaining family prior investment country remaining used defray expense may incur process transaction therefore required absolute confidentiality matter god bless truly miss franca,1,Email
churkin called susan back feltman called,0,Email
sullivan jacob thursday april pmh mill cheryl dre cheryl mill rep mcgovern letter president obama dhs secretarynapolitano secretary state clintoncraig discussed state sponsor terror issue couple timeslet follow,0,Email
fyimills cheryl monday april pmhfw decision update,0,Email
universal trust bank website urltoken friend letter may come surprise due fact yet met message could strange real pay attention could notified least sake integrity please accept sincere apology writing message say intention causing embarrassment mr charles nwodo manager universal trust bank plc nigeria island branch managed get contact detail internet time importance desperately looking person assist confidential business british oil consultant contractor nigerian national petroleum corporation mr claude brian best made numbered time fixed deposit january valued u two million five hundred thousand u dollar twelve calendar month branch upon maturity sent routine notification forwarding address got reply month sent reminder finally discovered contract employer nigerian national petroleum corporation mr claude brian best died automobile accident investigation found died without making attempt trace next kin fruitless therefore made investigation discovered mr claude brian best declare kin relation official document including bank deposit paperwork bank sum u still sitting bank interest rolled principal sum end year one ever come forward claim according nigerian law expiration four year money revert ownership nigerian government nobody applies claim fund consequently proposal like foreigner stand next kin mr claude brian best fruit old man labor get hand corrupt government official simple like provide immediately full name address attorney prepare necessary document affidavit put place next kin shall employ service two lawyer drafting notarization obtain necessary document letter probate administration favor transfer bank account part world provide facilitate transfer money beneficiaryext kin money paid account u share ratio risk paperwork transaction done attorney position branch manager guarantee successful execution transaction interested please reply immediately via private email address charlesnwodo dr com upon response shall provide detail relevant document help understand transaction please observe utmost confidentiality rest assured transaction would profitable u shall require assistance invest share country awaiting urgent reply via email address thanks regard mr charles nwodo,1,Email
dear sir ci dr makam somo native cape town south africa anexecutive accountant south africa department mining natural resource first foremost apologized using medium reach transaction fbusiness magnitude due confidentiality prompt access reposed medium informed member south africa export promotion council sepc government delegation country credential fparticulars decided seek confidential co operation execution deal described benefit party hope keep top secret nature transaction within department mining natural resource work executive accountant cooperation four top official possession overdue payment bill totaling fifteen million two hundred thousand dollar want transfer abroad assistance cooperation foreign company findividual receive said fund behalf reliable foreign non company account receive fund handicapped circumstance south africa civil service code conduct allow u operate offshore account hence importance whole transaction ethis amount represents balance total contract valueexecuted behalf department foreign contracting firm official invoiced deliberately though actual contract cost paid original contractor leaving balance tune said amount agreed principle gotten approval remit telegraphic transfer et foreign bank account provide filing application justice authority partner involved propose willing assist u transaction share sum million u taxation miscellaneous expense business safe part provided treat utmost secrecy confidentiality also area specialization hindrance successful execution transaction reposed confidence hope disappoint endeavor contact immediately mail address whether interested deal enable scout another foreign partner carry deal want assure partner position make payment claim possible provided give u strong assurance guarantee share secured please remember treat matter confidential matter comprehend form exposure still active government service remember time essence business send fax telephone number enable reach immediately reply mssa hknetmail ecomi wait anticipation fullest co operation eyours faithfully cdr makam somo,1,Email
peter buno etel good day cwith warm heart offer friendship greeting hope letter meet good time surprising receive proposal since know personally ehowever sincerely seeking confidence transaction propose free mind person integrity name peter buno first son phillip buno personal assistant president charles taylor liberia ca country west africa presently torn apart strife armed rebellion ethese upheavalshave led intervention american government insisted incumbent president charles taylor cvacate position allow international peacekeeping force act transitional government ethe embattled president charles taylor chas offered political asylum government federal republic nigeria intends grasp lifeline provided ethe government united state america clearly stated intention investigate finance financial dealing president charles taylor also threatened freeze personal account ein light circumstance cmy father instructed source foreigner take possesion control large portion personal fortune amassed period regime stashed away financial institution europe ei continually threatened abandon inheritance father resited danger became unbearable survived two murder attempt ci fled liberia ei currently staying switerland seeking political asylum ethese monies amount approximately u fifty six million united state dollar eadequate remuneration provided service rendered eit important expedite action transaction interested time essence econfidentiality also great importance ethank youpeter bunocontact direct line,1,Email
woman talked afterwards state reaction make u proud amanne marie slaughterdirector policy planningu department state,0,Email
november hillary,0,Email
next week hope catch,0,Email
ok conf call sunday call lady ashton,0,Email
dear friend son late parent mr mr davidkangami father highly reputable busnnessmagnate operated capital ivory coastduring day sad say father passed awaymysteriously france one businesstrips abroad year th febuary though hissudden death linked rather suspected havebeen masterminded uncle travelledwith time god know truth mother died year old sincethen father took special death febuary called thesecretary accompanied hospital toldhim sum fifteen million fivehundredthousand united state dollar usd million left security insurance company inghana used name next kin indeposition fund company also gave standing instrution companythat consignment must sealed well keptuntil ask deposited atifactto avoid problem tamparing officer thecompany use year old university undergraduateand really know want anaccount overseas transfer fund andafter transaction come live asa partner ready anything choice suffered lot set back asa result incessant finacial crisis since deathof father death father actually broughtsorrow life wished invested yourcare advise please sincere desireof humble assistance regard yoursuggestions idea highly regarded nowpermit ask question honestly help partner completely trust betrayme percentage total amount question willbe good money controlwhile come finalize education please consider get back soon aspossible immedaitely confirmed willingness theni send picture need ownpictures well sincerly joseph joseph kangami,1,Email
challenge security ltd lagos nigeriagood day friendattention sir madami mr victor kovis director operationschallenge security ltd lagos nigeria innigeria firm security company high reputewith year outstanding service people ofafrica resolved contact mediumbased business proposal mutualbenefit u got particular througha consultant company base research atrustworthy established person understandsinvestment ethic entering life timeprofitable joint partnership investment alsoco operation confidence trust willkeep content secret divulged thirdparty explicit straight point timeearly reputable client ur deposited aconsignment company vault safe keeping since client failed come forwardto claim consignment accumulated aconsiderable amount money demurrage consequently bide contact client toredeem demurrage consignment hadaccumulated discovered client theformer president federal republic zaire whodied illness de throwed sameyear consignment entrusted care since death client president mobutouseseseko none benefactor come forward toclaim consignment u mean non ofhis relative aid knowledge thisconsignment hence curiosity decided tosecretly open two box client depositedin vault surprise discovered thetwo box registered treasure ourclient actually contained considerable amount ofmoney united state dollar amounting aboutus million dollar since development havebeen nursing plan secretly also found fromenquiries foreign medium late clientsiphoned lot money country wasin office head state conviction consignment vaultwas part money client siphoned nowthat dead race money ourcare soliciting noble assistance assist mein transferring money nigeria yourcountry immediate investment assistance also decided generously beentitled total amount upon receiptof reply confirming willingness assist meof transaction immediately arrange andtransfer right ownership thisconsignment toyour name facilitate easy clearance transfer thecomplete fund yourcountry nothing worry thereto assist anyway necessary properdocumentation transaction risk free please maintain absolute confidentiality thismatter please reply email address yourtelephone fax call thanks faithfully mr victor kovis sent excite inbox urltoken excite uk urltoken,1,Email
jiloty lauren tuesday december amre call list,0,Email
got,0,Email
tayo rimi cmedina cdakar senegal assalamaulakum dear friend compliment season ei like send best wish good health success pursuit particularly proposal contained letter may wish disclose got email address due deliberation son ci decided forward business proposal want assist u ei give information regard soon reply mr rita diatta contacting hope great assistance currently within reach sum million e dollar cash intend use investment purpose therefore personally appeal seriously religiously urgent assistance move money country believe safe since cannot leave country due restriction movement imposed member family senegal government money came result payback contract deal husband russian firm country ethe russian partner returned husband share epresently government intensified probe husband financial resource led freezing account local foreign revoking business licence arrest first son view want acted fast withdraw money one finance house closed emy husband deposited money finance firm safe keeping record known fund government documentation showing fund elder son detention last four year following death late husband charge state organized murder corrupt practice released supreme court president brokered deal family regarding freedom still interrogation late husband asset vital document due current situation country government attitude family ci cannot make use money within thus seek help transferring fund investment leaving fund invest money profit family bearing mind may assist el decided part total sum seriously considering settle abroad friendly atmosphere like soon fund get account start wish shall ask son mustapha come country liaise proposal satisfies please let security giving informationin total trust confidence eplease kindly reply return mail please include personal telephone fax number conclusively cwe decided part total sum total sum expense incurred thecause transaction held trust decide suitable business investment country subsequent free movement senegal government ei greatly appreciate accept proposal good faith urgent response needed regard god bless emrs erita diatta,1,Email
friday december pm sullivanjj state gov fw could schedule call sent tom heard back yet pls work matt get time thx,0,Email
jim finecall white phone ready connect,0,Email
mr joseph cabutti silver crescent enugu nigeria compliment dayi joseph cabutti consulting auditor one prime bank herein nigeria search trustworthy individual firm led toyou came across contact looking worthwhile investmentsor project affiliated writing letter toask support co operation carry transaction propositionan industrialist foreigner customer client bank whodied th july concorde plane crash flight af withthe whole passenger board course auditing discoveredan account opened bank great late ndustrialist whodied without written oral attached account since hisdeath investigated kin interest see get anyrelative late industrialist proved abortive onehas come claim fund person know accountor anything concerning account beneficiary death ceo ofhis company work client bank balance usd thirty six million united state dollar bank expectsa next kin claim beneficiary valuable effort made toget touch relative success ofthe perceived possibility able locate next kinand beneficiary management influence chairmanand member board director bank making arrangementfor fund declared unclaimed lost federalgovernment subsequently donated trust fund arm andammunition enhance course war africa order toavert negative development seek permission youstand next kin late beneficiary fund usd wouldbe released paid account beneficiary next kin wewish start first transfer ten million uponsuccessful transaction without disappointment side shallre apply transfer remaining balance account secretly discussed matter close confidant attorney whomi must involve order assist u produce legal back document whichwould substantiate claim also enable u smooth andsuccessful transfer fund foreign bank account aregoing nominate note secured probate orderof mandamus locate deceased beneficiary areassuring business risk free involvement notentertain fear modality fund transfer finalizedwithin banking day apply bank beneficiaryof fund deceased conclusion transfer ofthe fund give total transfer sum charity africa country remaining set aside settle expense party might incure thetransfer process proposal acceptable make undue advantage thetrust bestowed kindly get immediately please furnish private telephone fax number easy andsafe communication respectfully joseph cabutti,1,Email
associate barrister joe robbinson solicitor advoca te canal street ikoyi lagos nigeria dear start must first apologize unsolicited mail aware certainly unconventional ap proach starting relationship time go yo realize need action name barrist er joe robbinson attorney late john dennis national country used work shell development company nigeria shall referred client st april client wife three child involved car accident along sagamu exp res road occupant vehicle unfortunately lost life since made several enquiry mbassy locate client extended relative lso proved unsuccessful several unsuccessful attempt decided contact contacted assist repat riating money property left behind client efore get confiscated declared unserviceable bank huge deposit lodged particularly bank deceased account valued usd million dollar seventeen million dollar bank issued notice provide next kin account confisc ated since unsuccessful locating relative year seek consent present next kin deceased proceeds accou nt valued usd million dollar paid ou share money expense may arise transferring fund account back claim may ake require honest cooperation enable u seeing deal guarantee executed un der legitimate arrangement protect ny breach law way going achieve need following information yo ur full name address age occupation position telephone mobile fax number communication purpose await urgent response asap wallex james esq pri vate email wallex james myway com wallex james,1,Email
already ny pi call thx,0,Email
fan hundred eagerly awaiting speech th know u strong supporter new woman agency un would provide undersecretary general woman issue better coordination effectiveness consolidation group smallerentities bilats today learned country wondering developingcountries uk u brazil may second guessing creation new agency yet anagency benefit woman everywhere know opportunity say brazil leader wehope un woman agency continue support fact tom shannon told reallyinterested woman issue wanted sign mou u sometimes disconnect ny perm repsand capital nd know still going chile talk bachelet future tell many govt repsat un would like see head new woman agency clear even interested thx,0,Email
stella dikko sambaabidjan ivory coastwest africa etel appeal urgent business assistance eatt director dear cpermit inform desire ofgoing business relationship got yourname contact ivoirian chamber commerceand industry prayed selected nameamong name due esteeming nature therecommendations given reputable trustworthy person business therecommendation must hesitate confide youfor simple sincere business stella dikoo samba daughter late mr eand mr dikko samba father wealthycocoa merchant abidjan economic capital ofivory coast father poisoned dearth hisbusiness associate one outing abusiness trip emy mother died baby sincethen father took special death ofmy father january private hospital herein abidjan secretly called bed side andtold sum seventeen million cfivehundred thousand united state dollar usd left fixed suspense account one ofthe prime bank abidjan cthat used nameas daughter next kin depositing fund also explained wealth poisoned business associate seek foreign partner country choice transfer money use investment purpose real estate management hotel management esir honourably seeking assistancein following way provide bank account moneywould transferred serve guardian fund since amonly year make arrangement come yourcountry education secure aresident permit country emoreover sir willing offer total sum compensation effort finput successful transfer fund intoyour nominated account overseas efurthermore indicate optionstowards assisting believe thistransaction would concluded within fourteen day signify interest assist anticipatingto hear soon ereply private mail box ajim fnaya yahoo efrthanks god bless ebest regard stella dikko samba,1,Email
yes btw btw,0,Email
see highlighted specifically cdm,0,Email
fyi,0,Email
dear pleasure introduce mutual business venture dr john kelly united kingdom inherited million pound sterling friend mine mr kurt kahle result plan crash died europe time ago webpage tell untimely death july th urltoken said fund placed security investment company disguise family belonging due tight nature monitory policy invest fund country due fear government asking much question come fund decided contact move fund help country establish good business agree partner shall reveal document related deposit shall forward information security investment company arrange change ownership consignment name able move country government always investigates much huge cash lodgement bank financial institutionsthink get back full name contact address private mobile phone fax number age occupation international passport identity card photograph regard dr john kelly,1,Email
complete address physical address zip code date birth day month year direct telephone mobile number fax number complete send back soon possible congratulation advance thank sincerely remain faithfully mr ken mahinder,1,Email
fyi,0,Email
sbwhoeopwednesday may pmh important memo uk election london sidhrc memo british election docxmay hillary,0,Email
hello dearfrom miss zachi medineabidjan cote ivoire west africa hello dear chosen one please excuse inconvenience mail could cause saw profile intrest please even never knew believe firmly basis right humanitarian assistance real confidence love arise communication also real partnership u miss medine zachi legitimate daughter director cocoa export murdered rebelles political crisis going since four year ago father deposited consignment security company containing sum usd nine million dollar usd allow conceive project investment end mandate regrettably fate decided otherwise today major concern move sum outside given child seriously suffered raggings harassment behalf political opponent father prospect contact please help move heritage security company country political war hostility country seriously wish leave live rest life peaceful politically stable quiet country justifies demand shall voluntarily agree good appropriate percentage money compensation assistant precedes would like count human virtuous professional quality look forward recive urgent responds thanks care sincerelymiss medine,1,Email
pls print friday february jilotylc state gov fw fyi end justice jim sid,0,Email
thank think office rather crown prince met staff well mobile phone project really developing fantastic way wait launch theautumncherie blair,0,Email
rahim danko invite mail contact join friend list window live space easy try ffc fdf,1,Email
tell lona running late want reschedule lona huma,0,Email
hillary true holbrooke tripped kidding get better fast need running around goodbeing evening cp,0,Email
miss aranima enfandy unhcr refugee camp danane cote ivoire nbsp dearest one nbsp plea assistance nbsp pleasure contact investment assistance intend establish country nbsp though met believe one risk confiding someone succeed sometimes life however mandatory manner compel honour nbsp nbsp daughter late markeni enfandy nshili district gikomgoro province republic rwanda father death successful gold cocoa merchant johannesburg south africa ghana barely week father returned usual european business trip wednesday th june attacked killed unknown assassin together dearest mum nbsp police could trace killer till today know behind parent brutal killing reason felt fear safety guaranteed reason decided relocate help international care abidjan cote ivoire formerly ivory coast save life nbsp loved much like confidant untimely death dad gave information kept document huge amount usd nbsp kept family presently money courier company bonded warehouse called ivsf full information disclosed later confirmation acceptance assist nbsp decided invest money country anywhere safe enough outside africa security political reason problem abidjan nbsp nbsp want stand appointed beneficiary receive consignment behalf since deposited shipment stand best way retrieve deposit,1,Email
secure fax coming eikenberry call yellow phone call,0,Email
call kyl get,0,Email
sunday march pmh lot new intel possible libyan collapse sidhic memo lot new intel possible imminent collapse docx hrc memo lot ofnew intel possible imminent collapse docxmarch hillaryfrom sidre lot new intel libyan army possibly verge collapselatest evening march individual direct access military committee nationallibyan council nlc stated confidence rebel force continue organization andcommunications problem morale improved drastically believe libyan army theverge collapse attack allied air naval force libyan army troop begun desertto rebel side increasing number rebel making effort togeet troop fellow libyansin effort encourage additional defection source comment speaking strict confidence one rebel commander stated troop continue tosummarily execute foreign mercenary captured fighting time colonel khalifa haftzu reportedly joined rebel command structure effort help organization rebel force haftar wasthe commander libyan national army na man force anti qaddafi troop based inn djamena chad current president idryss debi overthrew chadian president hussein habre fall assistance libyan french troop haftar troop lied cotaatry central africaand many including haftar later settled united state extremely sensitive source added rebel receiving direct assistance training smallnumber egyptian special force unit french british special operation troop working ofbases egypt along libyan border troop overseeing transfer weapon supply tothe rebel department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver state scb department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver source comment rebel moving back area lost mid march fighting using theallied air cover confident move tripoli district matter day one rebel sourcereported reliable intelligence people evacuating qaddafi hometown sirte anticipatingits capture rebel sirte located mid way tripoli benghazi loss apsychological blow qaddall separately sensitive european source stated strict confidence french military commander anticipate acomplete collapse libyan military command control structure next week officer whohave experience libyan army invasion chad late stated libyantroops perform well concentrated fire troop armed modern weapon source also noted information tripoli become increasingly difficult obtain arereports death among qaddafi senior security official including mansour daw libyanleader may experienced health problem unfortunately european intelligence service havebeen unable confirm discredit report situation become increasingly frustrating frenchpresident nicolas sarkozy according knowledgeable individual pressing france emergefrom crisis principal foreign ally new government take power sarkozy also concerned continuing report radical terrorist group libyan fightinggroups al qa ida islamic maghreb aqim infiltrating nlc military command accordingly asked sociologist long established tie israel syria nation middle east use contact determine level influence aqim terroristgroups inside nlc sarkozy also asked report setting clear picture role themuslim brotherhood rebel leadership source note french diplomat intelligence officer egypt contact followingrebel figure benghazi mesmar nouri qaddafi former head protocol along mousa kousa considered libyanleaders loyal follower noun currently life france gehan gi lei land abdallah colonel charra nt farajboukhris fathigeneral abdelfateh younis commander rebel force source comment senior european security official caution aqim watching development libyaand element organization touch tribe southeastern part country theseofficials concerned post qaddafi libya france western european country must movequickly ensure new government allow aqua others set small semi autonomouslocal entity caliphate oil gas producing region southeastern libya knowledgeable source add insurgent following weapon stockpiled benghazi mm mortar gpz type machine gun mm machine gun mounted vehicle anti aircraft battery type zsu well man portable air defense system manpad type sam tank type department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver state scb department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver possibly fixed wing aircraft light transporthnedim helicopter seemingly endless supply ak assault rifle ammunition even system zsu french british egyptian special force troop training rebel inside western egypt alimited degree western suburb benghazi source comment source add manpad sam system appear old badly preserved judged useless rebel department statecase doc date state dept produced house select benghazi comm subject agreement sensitive information redaction foia waiver state scb,0,Email
